method,t1,t2,r,x,n_peak,a_sum,a_ss,g_sum,g_ss,v_sum,v_ss,rhits
total,20,40,0.3,20,20643506,34814128.65000005,4707494817.054993,226889.74999987442,2942736734.974998,71418084.95000012,538034918.3325,9779897
total,20,40,0.5,20,10588163,18294822.975000076,3101034323.4556217,45812.07499993703,1586199859.400626,38085046.69999999,301506343.9950004,5047122
total,20,40,0.7,20,1705648,2854225.5750000235,825022363.7368759,-26453.875000008775,197495369.33687517,5258920.100000007,40593271.79499992,822867
total,20,40,ALL,40,22196001,53335372.55000006,8327420281.341247,271008.84999984846,5078334634.138751,74127284.47500002,515737039.9031254,10648956
total,20,40,0.3,40,20609237,50052409.025000125,7800141724.540617,210535.17499986105,4792834708.498128,71055223.17499998,503070354.38937485,9900263
total,20,40,0.5,40,10571154,25937725.17500003,4696424649.271877,6312.624999929705,2219651794.981877,37170490.47500002,270724852.9406252,5112017
total,20,40,0.7,40,1704420,3955624.9500000193,1134114550.943749,-21204.00000000935,357267407.92375,4936819.574999999,33340824.453125004,831247
total,20,40,ALL,80,22125201,76084021.80000004,13215303670.808762,-179108.05000015986,7993713015.688754,73696809.63749991,484000698.91078216,10734287
total,20,40,0.3,80,20541078,71278856.10000016,12201448628.338722,-284544.25000014756,7436578002.868749,70481422.43749997,470752263.7739062,9978513
total,20,40,0.5,80,10537752,36626604.900000036,7481059525.426254,-293390.3000000757,4241702284.3862543,36058691.31250002,241500764.94859365,5157084
total,20,40,0.7,80,1701566,5440481.925000013,1495426390.2068737,-62078.02500001079,609025508.1968743,4605220.162499998,26927265.209218718,840882
total,20,40,ALL,120,22054401,92871590.55000015,16886673650.913754,-271838.7250001665,10355943178.245592,73259035.6999999,465235900.9630556,10734062
total,20,40,0.3,120,20472895,86890884.50000007,15276154873.311226,-409768.9750001531,9519768488.08313,69996660.38333337,451881519.68652785,9979975
total,20,40,0.5,120,10495302,44596747.699999996,9003038810.890001,-469153.25000007864,5005739011.707498,35607044.88333333,229212286.80708322,5156984
total,20,40,0.7,120,1695616,6680822.850000002,1887317790.103752,-163745.85000001162,733078419.2812487,4523037.716666668,25092431.100138877,844044
total,20,80,ALL,2,22192461,10664864.150000261,889373809.6675017,105839.82499993626,564264807.1843743,73934435.0,738897915.5,9439468
total,20,80,0.3,2,5950855,3138388.725000067,375350639.8081249,37163.64999998746,197323455.90500003,24567662.5,299553218.25,2556337
total,20,80,0.5,2,474808,312728.3500000055,197918124.30999988,-23098.675000000614,73706811.81687503,2332083.5,35587409.25,206963
total,20,80,0.7,2,16672,44116.95000000015,106743731.85624988,-17798.22500000008,53380786.49312494,81981.0,1659488.5,7109
total,20,80,ALL,5,22187151,17577493.750000242,2050600094.6637514,268368.3249999102,1287352556.7806253,73904567.59999987,630872715.0399997,10019607
total,20,80,0.3,5,5949580,5075132.125000063,802298548.2068748,64578.99999998118,355148119.68124986,23855376.8,245054117.0399998,2705029
total,20,80,0.5,5,474779,491638.5000000056,322532833.845,-36332.775000001166,117608103.73187502,2187251.5999999978,27160380.160000037,218760
total,20,80,0.7,5,16669,46458.225000000195,103517932.66812505,-21436.025000000125,66836157.61812493,74570.40000000001,1184510.3199999994,7460
total,20,80,ALL,10,22178301,25578167.150000177,3366478114.573748,336795.67499988945,2169879030.483125,73852841.30000006,577729766.77,10291211
total,20,80,0.3,10,5947330,7301803.175000054,1361958544.3293755,54607.84999997523,550926822.496248,23142164.80000001,212906106.71999997,2790860
total,20,80,0.5,10,474725,723884.9500000059,558321058.4325007,-59778.92500000181,186650808.91937488,2045496.400000002,21754800.700000018,226399
total,20,80,0.7,10,16663,70273.07500000026,162013207.49562514,-37347.77500000018,116978113.2256251,67670.89999999997,894085.8900000005,7804
total,20,80,ALL,20,22160601,36891956.400000066,5091644729.911258,250262.22499986435,3193481133.548129,73747735.89999987,537658649.825,10487739
total,20,80,0.3,20,5942415,10307849.050000034,1962057070.524998,14705.199999968183,785712970.592499,22262040.60000001,184533656.5950002,2856313
total,20,80,0.5,20,474580,1012256.5000000055,799860455.4562502,-66581.75000000215,208894552.63625017,1883745.3999999973,17257349.640000004,231495
total,20,80,0.7,20,16656,81882.17500000016,176905117.94562507,-33990.47500000024,105222899.99562499,60205.19999999998,661429.6449999999,8054
total,20,80,ALL,40,22125201,53062936.499999985,8325189889.088753,263908.39999984845,5076119697.246258,73545217.90000005,504790553.2699998,10613512
total,20,80,0.3,40,5934978,14352310.625000032,2802294984.895632,24231.824999964007,1200755502.2256265,21173545.47499999,157746871.65187478,2892356
total,20,80,0.5,40,474418,1391365.2500000026,1125269987.0837464,-75487.40000000251,408116973.2437499,1710807.5750000007,13517616.419374999,233022
total,20,80,0.7,40,16656,95623.82500000024,193443837.49312517,-45800.22500000001,143679623.9731252,52362.825000000026,470166.33187500056,7887
total,20,80,ALL,80,22054401,75664258.94999996,13210066305.216238,-207979.70000015892,7988511988.056235,73104589.33750004,472975272.7176562,10700360
total,20,80,0.3,80,5916951,20124468.200000037,4402908365.183746,-118393.65000004019,2244083174.1712494,20012980.45000001,133231840.36093755,2915603
total,20,80,0.5,80,473686,1739750.8500000057,1077622702.4237506,-101317.90000000299,475747328.6737494,1538504.4375000012,10306222.022656247,236271
total,20,80,0.7,80,16609,106957.675,193299313.0306249,-45865.87500000018,143740325.93062487,45379.637500000026,325227.99703125027,7872
total,20,80,ALL,120,21983601,92383869.80000013,16879603573.221272,-286248.4750001646,10348926489.54312,72686142.25000007,455031366.4577784,10699607
total,20,80,0.3,120,5888481,24648006.22500004,5273976843.060628,-323251.62500003946,2612217689.908123,19760516.56666667,126785371.40027784,2919822
total,20,80,0.5,120,472267,2206807.250000001,1510142846.1987493,-184395.40000000305,627436965.1687514,1495732.6333333335,9471777.023055559,239783
total,20,80,0.7,120,16536,112037.32500000013,183600904.7831248,-28731.625000000175,83732618.45312506,43178.83333333336,290032.34736111126,8152
total,20,160,ALL,2,22050861,10554737.900000278,889199782.0599998,98848.97499993647,564091878.4968746,72771015.0,712977234.0,9377415
total,20,160,0.3,2,388720,262396.50000000367,167757126.9425,-17353.1250000002,53585863.01937501,2229255.0,36405386.5,170082
total,20,160,0.5,2,9477,46298.87499999997,122492082.78562498,-17924.375000000025,53377436.555625,68594.5,1712277.75,4131
total,20,160,0.7,2,163,8738.799999999994,24962292.299999997,-5789.099999999992,16641951.41,1269.5,46333.25,59
total,20,160,ALL,5,22045551,17390097.150000267,2050090016.4787514,256246.22499991057,1286845914.9456244,72742899.80000006,607015699.48,9954912
total,20,160,0.3,5,388693,419624.4000000039,295936973.43499994,-20735.27500000027,67320906.93187514,2090602.0000000005,28095884.879999977,178911
total,20,160,0.5,5,9477,58688.97499999999,154241875.60562512,-21699.87500000006,66828770.09562494,62298.39999999995,1180129.1200000006,4400
total,20,160,0.7,5,163,5913.600000000007,16639291.740000006,-2925.399999999995,8320104.760000002,1083.8,22016.280000000002,77
total,20,160,ALL,10,22036701,25300556.000000123,3365366881.8512473,322158.8249998898,2168775493.4106207,72694570.80000006,554920156.9400009,10224055
total,20,160,0.3,10,388618,623758.4500000055,516487438.3274995,-46432.12500000054,142887716.43437472,1952102.2999999998,22592370.38999999,185201
total,20,160,0.5,10,9474,86248.77500000004,229300475.90562508,-37747.97500000008,116964280.53562509,56177.5,867091.2700000001,4578
total,20,160,0.7,10,163,5993.00000000001,16631155.339999998,-2902.999999999989,8317159.1400000015,977.9,15069.170000000002,61
total,20,160,ALL,20,22019001,36486115.50000012,5089275877.52625,236222.57499986567,3191128287.0406246,72596622.79999991,515800616.27500004,10417679
total,20,160,0.3,20,388437,899656.8000000026,819566023.376249,-77286.65000000175,229945064.07625002,1793208.5500000017,17968285.352499995,190262
total,20,160,0.5,20,9474,92176.47500000021,232721786.67562515,-35030.27500000008,105197122.70562518,49451.05,619851.8574999998,4840
total,20,160,0.7,20,163,6011.199999999998,16587985.560000004,-2883.2000000000025,8288976.560000003,903.55,12395.4775,59
total,20,160,ALL,40,21983601,52482401.800000034,8320189713.308752,247601.89999985078,5071155666.466254,72408604.12499999,484058259.7981251,10543789
total,20,160,0.3,40,388140,1283529.6000000017,1270463524.9812472,-107809.05000000156,475912228.0412498,1621405.9250000005,14078805.266874995,192385
total,20,160,0.5,40,9473,119591.97500000012,298048635.1506258,-59610.87500000011,192631520.45062515,42176.95,426546.8262499999,4874
total,20,160,0.7,40,163,6107.900000000008,16539760.110000003,-3078.0999999999894,8272408.8100000005,793.9499999999999,9290.92125,78
total,20,160,ALL,80,21912801,74889944.35000002,13201210437.66625,-203017.30000015916,7979718408.696264,72059792.7625,455828168.5754681,10629947
total,20,160,0.3,80,387369,1640366.575000007,1400996480.934373,-86064.87500000228,683260588.3243749,1451346.8124999998,10803240.910468783,194937
total,20,160,0.5,80,9451,133756.62500000003,318481215.7231245,-75830.92500000013,234715445.35312542,35901.99999999999,295023.49906250014,4849
total,20,160,0.7,80,163,6244.700000000001,16444047.51,-3145.399999999988,8220342.260000003,791.3124999999999,9493.53828125,79
total,20,160,ALL,120,21842001,91493189.04999991,16868336222.803743,-261802.3250001642,10337739021.615631,71698895.75000001,440139792.4415278,10628149
total,20,160,0.3,120,386289,1987250.6500000048,1672133319.2787511,-163720.35000000152,827387733.9162486,1385650.7583333328,9618759.469791668,198292
total,20,160,0.5,120,9415,134383.8250000001,311146608.163125,-41393.82499999999,132599576.7631249,33743.15833333334,261936.59701388888,4872
total,20,160,0.7,120,163,15628.800000000007,46657414.46,-3021.5000000000036,8272098.550000001,820.775,11213.212708333336,71
total,30,60,ALL,2,22227861,10692972.100000268,889418934.7000016,51006.974999945785,568308070.9393761,74242882.5,746007167.75,9496673
total,30,60,0.3,2,21006931,10214077.400000261,862350838.8550003,47466.27499994989,567933542.5443735,72176649.5,734622431.25,8980520
total,30,60,0.5,2,10620362,5389745.425000127,552612412.1518753,18858.599999977552,300686736.33375025,40179036.5,449014324.25,4553262
total,30,60,0.7,2,1391721,771470.0500000153,261757760.25500026,-23502.225000001697,74133181.05937497,5466283.5,70609817.75,602816
total,30,60,ALL,5,22222551,17624230.30000028,2050726981.1212516,106960.07499992254,1385623915.225626,74208777.99999993,637284572.7200001,10068601
total,30,60,0.3,5,21001704,16818556.550000228,1972322466.6937513,91567.12499992848,1360596497.878128,72065058.19999996,627344049.5600016,9516703
total,30,60,0.5,5,10617241,8810977.425000114,1218432979.6468747,28099.34999996666,681657834.1737524,39599333.39999994,375891010.4400005,4817355
total,30,60,0.7,5,1391591,1262869.9000000148,540900929.8199993,-40297.17500000275,135296235.9568752,5243901.199999988,55957598.40000004,638276
total,30,60,ALL,10,22213701,25644885.750000183,3366738501.378746,58857.22499990271,2306994192.408124,74150538.20000008,583653875.8799995,10351937
total,30,60,0.3,10,20992977,24466039.350000177,3236164232.6237516,46947.22499990909,2229782129.4831195,71935768.39999993,574069952.0800002,9786965
total,30,60,0.5,10,10612159,12725073.825000081,1923739748.6206245,24619.499999956955,1009086396.7024986,39010300.39999996,335736780.2199999,4963211
total,30,60,0.7,10,1391370,1817065.4500000165,857730361.7075,-77872.02500000407,263617653.96437472,5019349.699999999,47022737.88999996,659695
total,30,60,ALL,20,22196001,36985941.25000008,5092163765.398762,142862.42499988052,3322943453.605624,74034981.34999995,543040697.9425011,10555606
total,30,60,0.3,20,20975550,35297556.95000008,4979146074.369994,103677.74999988759,3271643393.022495,71732397.04999994,533348205.6575002,9983523
total,30,60,0.5,20,10602850,18197743.275000066,2960720431.5193725,38963.27499994563,1464648983.2693758,38244795.95000006,301688028.6625001,5073354
total,30,60,0.7,20,1390919,2500602.200000016,1074347301.1712492,-77298.65000000641,287847964.6312503,4751547.250000007,39260293.90250002,674184
total,30,60,ALL,40,22160601,53193719.600000106,8326178621.563742,37470.24999986176,5336699533.773751,73818092.82500003,509567357.1068752,10694176
total,30,60,0.3,40,20940839,50694510.90000003,8038831774.933744,-10689.40000013009,5217787560.016245,71402001.05000003,499408141.83,10114416
total,30,60,0.5,40,10585648,25712537.95000003,4395140869.696254,52504.69999993678,2340819092.4362526,37232034.30000002,270014102.6400002,5146508
total,30,60,0.7,40,1390087,3446623.200000014,1478575299.966252,-64037.85000000648,562478284.896249,4439236.724999993,32251230.00937501,683420
total,30,60,ALL,80,22089801,75873341.9500001,13212647845.316252,-516862.60000014486,8350343477.873747,73399434.81249999,478420198.3020312,10787322
total,30,60,0.3,80,20871695,72090065.52500005,12290066026.080654,-575267.8750001361,7999073781.6881275,70825375.82499994,467269119.6462502,10201210
total,30,60,0.5,80,10551108,36219093.049999945,7111357999.166241,-214110.20000006774,4025375712.5312476,35917933.75000001,237988379.33125022,5191638
total,30,60,0.7,80,1387655,4647273.099999995,1763432335.40125,-63904.45000000774,776616474.3712505,4099679.412500001,25583515.202656247,690425
total,30,60,ALL,120,22019001,92622376.5,16882954549.881258,-434903.90000014636,10616563281.073746,72964119.63333336,459821249.6323614,10780282
total,30,60,0.3,120,20802858,87811312.09999989,15058780320.48624,-652767.7000001379,9619192341.32875,70386729.98333338,448954469.4812499,10196175
total,30,60,0.5,120,10504953,44461462.07499991,8982306274.616888,-544514.9750000668,5008673357.264377,35657653.16666664,228820463.38625008,5193825
total,30,60,0.7,120,1382758,5786145.300000005,2352050731.3062525,-192269.10000000786,1013135737.08375,4049471.516666668,24277568.52444443,697629
total,30,120,ALL,2,22121661,10613152.200000241,889296389.0950003,48573.274999945934,568186119.0843767,73408342.5,728407919.25,9449099
total,30,120,0.3,2,5649651,2956029.850000072,430052736.2725002,-15382.725000010294,216601163.30437508,23364552.5,280990743.75,2439832
total,30,120,0.5,2,348107,251171.95000000412,211052355.66000003,-24187.67500000044,70195961.65187494,1866352.0,28411862.0,152044
total,30,120,0.7,2,7978,33981.19999999999,90097097.04000008,-15079.899999999945,45054966.92999998,48842.5,1019130.75,3440
total,30,120,ALL,5,22116351,17490303.700000253,2050380908.976247,101585.07499992276,1385279499.7506232,73368888.99999996,620804323.8799996,10019300
total,30,120,0.3,5,5648347,4791568.575000057,951459643.6993754,-42181.000000015,508268328.3362497,22776320.80000004,231327137.84000006,2574000
total,30,120,0.5,5,348074,404487.250000004,364210594.8875002,-36931.72500000063,108855494.23437501,1770490.9999999993,22253298.119999986,160001
total,30,120,0.7,5,7975,55778.79999999999,153710027.00000003,-18909.899999999983,58506113.29000001,45033.99999999997,753257.44,3659
total,30,120,ALL,10,22107501,25446691.800000187,3365985663.1812453,49030.97499990348,2306244928.4406247,73304342.70000018,567512830.2099994,10301414
total,30,120,0.3,10,5646142,6908313.600000045,1611789983.0237486,-115668.02500001987,850947467.3781266,22155066.099999983,202290274.87000012,2654787
total,30,120,0.5,10,348017,600194.3000000034,601412808.1000005,-75900.67500000107,225958110.34687495,1670449.499999996,18336580.549999986,165436
total,30,120,0.7,10,7973,89388.89999999995,250629155.01000002,-34973.39999999998,108639600.86000006,41025.39999999999,580104.6599999998,3806
total,30,120,ALL,20,22089801,36690842.50000007,5090493997.901242,127849.82499988069,3321283068.2006245,73176619.89999998,526868960.6000004,10503919
total,30,120,0.3,20,5641737,9736074.725000033,2274455714.3393745,-56010.77500002562,1121566565.0943763,21346212.95000002,176307174.84750012,2717458
total,30,120,0.5,20,347924,851291.0500000042,878322082.9637508,-90520.00000000189,320288141.71375006,1551833.349999996,14930068.822499994,169123
total,30,120,0.7,20,7973,64019.50000000006,160209511.92999995,-28564.79999999999,88548916.07999998,36379.45,431051.92749999993,3840
total,30,120,ALL,40,22054401,52763764.50000014,8322576251.933754,9237.74999986309,5333116964.72375,72942843.87499991,493188793.8631248,10643129
total,30,120,0.3,40,5633298,13573385.875000034,3069747136.3693743,29363.874999970158,1605363707.3268745,20356436.54999997,151836708.38249967,2755377
total,30,120,0.5,40,347734,1223339.0000000037,1366218146.2362485,-89281.55000000146,628688887.4262495,1418644.3749999986,11954065.380624993,171623
total,30,120,0.7,40,7973,67389.00000000004,160046660.13999993,-38526.1,118678750.79,31520.549999999985,302754.705,3890
total,30,120,ALL,80,21983601,75260274.54999998,13205134675.97126,-547002.700000144,8342870749.858752,72536282.44999997,462895850.9025001,10736027
total,30,120,0.3,80,5610436,19206755.300000034,4695904038.1837435,-110907.55000003224,2230976268.051249,19409229.88749995,131129352.98078105,2780172
total,30,120,0.5,80,347123,1505730.7000000014,1366933700.2562504,-78999.75000000205,737272718.7562509,1287294.4249999998,9396937.159062501,174444
total,30,120,0.7,80,7972,88509.99999999994,201713336.17999998,-54787.69999999999,160741918.75,27858.675000000014,226958.29531249986,3890
total,30,120,ALL,120,21912801,91929254.9000002,16873675232.766262,-442531.4000001463,10607334178.568733,72167691.11666667,446752725.434028,10728159
total,30,120,0.3,120,5583755,23623440.474999968,5840241907.57562,-300520.8750000314,2900060102.693121,19163359.333333366,125091941.84541678,2785828
total,30,120,0.5,120,346137,1932122.250000001,1932117470.6637523,-160338.45000000243,1001401070.7012504,1245415.6750000012,8618654.12409722,177862
total,30,120,0.7,120,7948,111479.79999999993,269976262.2800002,-20437.60000000008,58617883.17999998,26725.00833333332,211125.77354166686,3985
total,30,240,ALL,2,21909261,10461380.650000278,889071808.9174975,40972.97499994626,567962889.299374,71920013.0,699041041.0,9356188
total,30,240,0.3,2,312102,231770.35000000385,195183984.33624992,-18394.800000000363,69243326.84124994,1935226.0,31651418.0,137041
total,30,240,0.5,2,5272,44551.34999999996,124215216.01249999,-15170.650000000009,45054222.682500035,44190.0,1069992.5,2369
total,30,240,0.7,2,65,65.30000000000473,145.50999999998862,3.5000000000009095,145.14999999998926,863.5,37753.75,28
total,30,240,ALL,5,21903951,17235610.050000247,2049739630.218747,86979.77499992363,1384641833.2656224,71888819.60000005,594306808.5600001,9922570
total,30,240,0.3,5,312062,393426.55000000354,398498660.96874994,-31429.650000000824,127984312.89874998,1840598.7999999996,25189711.28000004,144303
total,30,240,0.5,5,5269,65427.349999999984,186102849.08249998,-19126.450000000026,58504327.31249999,40693.999999999985,808197.3600000001,2534
total,30,240,0.7,5,65,108.20000000000437,391.8399999999888,-2.899999999997817,391.02999999998946,774.0000000000001,19957.200000000004,28
total,30,240,ALL,10,21895101,25073801.150000192,3364626322.7637477,28443.724999903832,2304893144.4131284,71835242.59999992,542646611.579999,10201591
total,30,240,0.3,10,311988,598570.8500000025,681029904.0687495,-74589.35000000108,251561491.70874992,1740778.1999999986,20955445.640000034,149312
total,30,240,0.5,10,5265,100311.70000000001,285258020.5550003,-38214.600000000006,116955190.39499997,37159.199999999975,621661.6199999999,2647
total,30,240,0.7,10,65,170.29999999999382,892.2099999999539,-21.299999999997453,891.2099999999539,689.5000000000001,13384.590000000002,35
total,30,240,ALL,20,21877401,36148933.4500001,5087654507.15876,106293.6749998817,3318461264.1281295,71729823.59999996,503766899.3700001,10400609
total,30,240,0.3,20,311839,815867.3250000017,871859929.5456245,-73847.77500000186,410179608.3156256,1615533.8500000015,17125078.562499996,153617
total,30,240,0.5,20,5265,106075.15000000007,287909080.24249953,-60949.65000000007,180049570.31249997,33120.45000000003,459338.05750000005,2717
total,30,240,0.7,20,65,185.70000000000618,1017.7500000000073,-77.00000000000182,1017.2600000000062,645.1,11414.945,42
total,30,240,ALL,40,21842001,51993148.15000005,8316769618.541244,-581.1000001370012,5327345170.531259,71536457.77499993,472342445.76812536,10537766
total,30,240,0.3,40,311545,1142039.6750000038,1277756645.5231268,-61013.22500000145,730959505.1731255,1466961.8249999995,13584770.505625006,156152
total,30,240,0.5,40,5265,149994.75000000012,400201550.2925001,-112439.45000000004,322729920.98250014,28660.000000000004,321823.94625000004,2754
total,30,240,0.7,40,65,290.300000000002,2824.250000000018,-257.0000000000009,2823.0400000000172,562.0999999999999,8207.93,49
total,30,240,ALL,80,21771201,74207751.60000007,13194231263.638756,-513376.4500001447,8332031300.236256,71185385.65,444487835.7162507,10628914
total,30,240,0.3,80,310915,1380521.4750000036,1245168156.6081254,-76317.02500000194,877519610.9581245,1319896.037500001,10584457.646406243,158052
total,30,240,0.5,80,5265,145637.39999999997,379141856.99499995,-114499.9000000001,329998295.73499995,24981.412499999995,237344.55671874998,2684
total,30,240,0.7,80,65,417.600000000004,4544.1800000000685,-334.9000000000069,4541.9300000000685,552.0749999999999,7353.0190625000005,44
total,30,240,ALL,120,21700401,90681781.54999986,16858073305.938753,-399468.1500001456,10591819753.021248,70854996.7833334,429718652.3631947,10620155
total,30,240,0.3,120,310160,1804580.8249999993,1865110743.6256225,-139791.02500000212,1126496702.0531251,1263201.7916666649,9541446.557013879,160699
total,30,240,0.5,120,5240,186256.39999999994,507529738.0999995,-68598.39999999997,200014171.18,23641.849999999984,217999.09527777781,2714
total,30,240,0.7,120,65,12821.400000000005,39878810.02,-77.90000000001146,833.8700000000262,582.8833333333333,8729.314861111112,37
